Date,prec,tmin,tmean,tmax,qt
1986-09-07,0.0,23.333,27.274,31.214,9.91
1986-09-08,24.527,22.48,26.667,30.855,77.51
1986-09-09,0.0,22.803,27.97,33.137,90.28
1986-09-10,0.0,22.32,28.351,34.381,42.52
1986-09-11,0.0,22.551,28.39,34.229,23.14
1986-09-12,0.0,22.564,27.786,33.008,18.2
1986-09-13,0.0,22.395,27.877,33.36,14.24
1986-09-14,0.0,22.983,27.896,32.809,11.19
1986-09-15,0.0,22.141,27.949,33.757,10.22
1986-09-16,0.0,21.874,28.148,34.422,9.58
1986-09-17,3.997,22.212,28.582,34.953,9.14
1986-09-18,0.0,22.294,28.401,34.508,8.62
1986-09-19,0.0,22.633,28.152,33.671,8.31
1986-09-20,0.0,22.702,27.649,32.597,10.22
1986-09-21,0.0,22.649,28.302,33.955,8.8
1986-09-22,0.0,22.288,29.09,35.892,8.13
1986-09-23,0.0,22.934,28.927,34.919,7.5
1986-09-24,0.0,22.39,28.61,34.831,7.1
1986-09-25,0.0,23.772,29.74,35.709,6.52
1986-09-26,5.669,24.194,29.554,34.915,6.8
1986-09-27,6.478,23.76,30.082,36.404,6.32
1986-09-28,0.0,23.615,28.954,34.292,7.14
1986-09-29,0.0,24.214,29.701,35.187,6.01
1986-09-30,0.0,24.265,29.876,35.487,5.7
1986-10-01,25.536,24.67,30.066,35.462,5.39
1986-10-02,0.0,24.648,30.078,35.507,5.07
1986-10-03,0.0,24.34,30.229,36.117,4.87
1986-10-04,0.0,24.54,28.892,33.245,4.48
1986-10-05,0.0,22.237,26.401,30.565,5.09
1986-10-06,0.0,22.535,25.919,29.304,4.65
1986-10-07,0.0,18.933,22.596,26.258,4.39
1986-10-08,0.0,20.951,25.097,29.244,4.28
1986-10-09,0.0,22.5,26.951,31.401,4.11
1986-10-10,0.0,22.671,27.533,32.394,3.68
1986-10-11,0.0,23.189,28.649,34.109,3.54
1986-10-12,23.138,24.182,28.553,32.925,3.44
1986-10-13,23.138,14.437,19.408,24.379,3.35
1986-10-14,11.569,14.103,19.077,24.052,3.19
1986-10-15,0.0,16.789,20.835,24.881,3.06
1986-10-16,0.0,16.454,21.867,27.279,2.88
1986-10-17,0.0,16.275,22.121,27.967,2.71
1986-10-18,0.0,18.657,22.281,25.905,2.61
1986-10-19,0.0,19.456,22.394,25.332,2.48
1986-10-20,0.0,19.72,23.356,26.992,2.33
1986-10-21,0.0,19.849,22.203,24.556,2.3
1986-10-22,0.0,20.588,25.179,29.77,2.29
1986-10-23,0.0,21.498,26.559,31.621,2.18
1986-10-24,0.0,21.136,25.056,28.976,2.22
1986-10-25,0.0,18.006,20.572,23.139,2.65
1986-10-26,0.0,16.968,20.907,24.847,4.3
1986-10-27,0.0,15.641,21.817,27.994,4.01
1986-10-28,0.0,14.72,21.927,29.134,3.75
1986-10-29,0.0,14.694,21.971,29.248,3.3
1986-10-30,0.0,16.678,21.797,26.915,2.91
1986-10-31,0.0,18.05,23.765,29.479,2.81
1986-11-01,0.0,19.315,24.263,29.212,2.92
1986-11-02,0.0,20.449,24.09,27.731,4.67
1986-11-03,0.0,19.367,24.041,28.716,8.37
1986-11-04,0.0,21.168,26.377,31.586,7.4
1986-11-05,14.737,19.349,23.148,26.946,6.32
1986-11-06,0.0,15.63,20.061,24.492,5.29
1986-11-07,0.0,18.221,23.909,29.597,4.94
1986-11-08,0.0,20.941,26.073,31.205,4.76
1986-11-09,0.0,21.194,25.728,30.263,4.5
1986-11-10,0.0,19.237,24.773,30.309,6.45
1986-11-11,0.0,17.306,21.757,26.208,6.25
1986-11-12,0.0,13.115,17.266,21.416,5.36
1986-11-13,0.0,4.682,11.999,19.315,4.98
1986-11-14,0.0,4.556,9.8,15.044,4.89
1986-11-15,0.0,11.769,17.87,23.972,4.72
1986-11-16,0.0,14.953,21.225,27.496,4.57
1986-11-17,0.0,19.653,24.511,29.368,4.16
1986-11-18,0.0,20.32,26.036,31.752,4.13
1986-11-19,0.0,20.83,25.764,30.699,3.79
1986-11-20,0.0,20.167,23.848,27.528,3.65
1986-11-21,0.0,17.628,21.417,25.206,3.53
1986-11-22,0.0,19.003,24.33,29.657,3.42
1986-11-23,0.0,19.536,24.522,29.508,3.34
1986-11-24,1.871,11.258,18.346,25.434,3.25
1986-11-25,0.0,7.029,13.757,20.486,3.1
1986-11-26,0.0,12.428,16.406,20.384,3.03
1986-11-27,8.151,11.092,15.242,19.392,2.98
1986-11-28,0.0,8.477,13.69,18.904,2.83
1986-11-29,0.0,8.772,16.665,24.559,2.72
1986-11-30,0.0,12.014,19.312,26.611,2.68
1986-12-01,0.0,12.005,18.325,24.644,2.66
1986-12-02,0.0,8.714,15.687,22.66,2.69
1986-12-03,0.0,11.818,17.251,22.683,2.64
1986-12-04,0.0,14.31,17.52,20.731,2.6
1986-12-05,0.0,15.638,16.943,18.248,2.58
1986-12-06,0.0,15.788,20.169,24.55,2.53
1986-12-07,0.0,17.27,21.755,26.241,2.5
1986-12-08,0.0,17.84,22.266,26.693,2.48
1986-12-09,0.0,17.727,21.009,24.291,2.47
1986-12-10,12.836,10.267,15.444,20.622,2.47
1986-12-11,0.0,6.29,8.2,10.11,2.46
1986-12-12,0.0,4.412,10.388,16.363,2.42
1986-12-13,0.0,9.495,13.574,17.654,2.32
1986-12-14,0.0,12.697,17.317,21.937,2.28
1986-12-15,0.0,13.909,19.487,25.065,2.27
1986-12-16,0.0,18.104,20.505,22.906,2.18
1986-12-17,0.0,16.336,20.824,25.312,2.03
1986-12-18,0.0,17.118,20.437,23.756,1.92
1986-12-19,2.151,12.308,15.731,19.154,1.9
1986-12-20,4.303,11.806,16.272,20.738,1.88
1986-12-21,3.686,12.918,15.116,17.314,1.87
1986-12-22,0.0,11.718,14.04,16.361,1.85
1986-12-23,0.0,6.773,11.232,15.692,1.82
1986-12-24,0.0,8.443,13.174,17.906,1.8
1986-12-25,0.0,13.001,17.384,21.767,1.81
1986-12-26,0.0,13.8,17.146,20.492,1.82
1986-12-27,0.0,11.8,15.463,19.127,1.82
1986-12-28,0.0,12.655,15.172,17.689,1.8
1986-12-29,0.0,9.834,12.196,14.559,1.81
1986-12-30,0.0,9.081,10.212,11.343,1.92
1986-12-31,0.0,7.357,13.749,20.14,1.8
1987-01-01,0.0,9.536,15.435,21.334,1.75
1987-01-02,0.0,12.549,16.543,20.536,1.74
1987-01-03,0.0,10.606,15.83,21.054,1.68
1987-01-04,0.0,8.649,14.151,19.654,1.62
1987-01-05,0.0,8.264,15.04,21.817,1.55
1987-01-06,0.0,10.27,16.61,22.95,1.49
1987-01-07,0.0,13.809,18.458,23.108,1.36
1987-01-08,0.0,15.964,20.286,24.607,1.3
1987-01-09,0.0,15.8,19.42,23.04,1.27
1987-01-10,0.0,10.156,15.352,20.548,1.27
1987-01-11,0.0,8.968,11.855,14.741,1.37
1987-01-12,0.0,8.073,9.404,10.735,1.48
1987-01-13,4.801,10.023,11.469,12.914,1.51
1987-01-14,0.0,12.207,17.362,22.516,1.58
1987-01-15,0.0,15.382,19.015,22.648,1.5
1987-01-16,0.0,14.374,18.215,22.056,1.18
1987-01-17,0.0,16.167,20.027,23.887,1.18
1987-01-18,0.0,7.103,13.431,19.76,1.16
1987-01-19,0.0,6.438,10.346,14.254,1.12
1987-01-20,8.996,9.159,11.93,14.701,1.11
1987-01-21,5.985,2.977,7.53,12.084,1.11
1987-01-22,0.0,1.765,8.489,15.214,1.11
1987-01-23,0.0,4.706,11.745,18.783,1.14
1987-01-24,0.0,8.23,16.703,25.176,1.14
1987-01-25,0.0,10.161,16.755,23.349,1.13
1987-01-26,0.0,9.23,18.207,27.183,1.12
1987-01-27,0.0,10.722,18.942,27.161,1.11
1987-01-28,0.0,12.126,19.995,27.865,1.1
1987-01-29,0.0,13.858,20.953,28.047,1.08
1987-01-30,0.0,13.656,20.408,27.161,1.01
1987-01-31,0.0,17.697,21.705,25.712,0.99
1987-02-01,6.419,16.925,20.604,24.283,0.98
1987-02-02,3.209,15.489,20.29,25.091,0.98
1987-02-03,1.07,16.932,20.952,24.972,0.96
1987-02-04,0.0,15.039,21.387,27.734,0.87
1987-02-05,0.0,17.763,21.933,26.102,1.06
1987-02-06,0.0,11.381,17.153,22.926,0.96
1987-02-07,0.0,8.112,13.764,19.415,0.98
1987-02-08,0.0,7.414,15.813,24.212,0.98
1987-02-09,0.0,9.26,16.685,24.11,0.8
1987-02-10,0.0,11.059,18.12,25.181,0.51
1987-02-11,0.0,12.567,19.807,27.047,0.47
1987-02-12,0.0,13.508,20.728,27.949,0.43
1987-02-13,0.0,16.687,21.3,25.914,0.41
1987-02-14,0.0,16.332,24.632,32.933,0.41
1987-02-15,0.0,18.029,25.514,33.0,0.38
1987-02-16,0.0,14.358,21.813,29.268,0.36
1987-02-17,0.0,11.565,19.134,26.703,0.35
1987-02-18,0.0,12.117,14.733,17.349,0.37
1987-02-19,0.0,12.428,18.119,23.809,0.37
1987-02-20,1.824,14.078,17.892,21.705,0.34
1987-02-21,0.0,8.264,12.753,17.242,0.31
1987-02-22,0.0,7.799,13.394,18.988,0.28
1987-02-23,1.174,9.622,16.246,22.87,0.25
1987-02-24,1.174,12.835,19.498,26.161,0.23
1987-02-25,2.348,15.348,19.843,24.337,0.21
1987-02-26,1.822,15.18,19.262,23.343,0.18
1987-02-27,1.063,16.917,23.607,30.297,0.14
1987-02-28,0.0,12.412,20.547,28.682,0.12
1987-03-01,0.0,13.867,19.223,24.578,0.1
1987-03-02,4.784,12.391,17.687,22.983,0.09
1987-03-03,0.0,15.714,19.075,22.436,0.08
1987-03-04,0.0,13.323,17.161,20.999,0.07
1987-03-05,0.0,9.206,16.412,23.617,0.06
1987-03-06,0.0,9.547,17.635,25.723,0.05
1987-03-07,0.0,9.147,16.617,24.086,0.04
1987-03-08,0.0,13.89,19.379,24.868,0.04
1987-03-09,0.0,14.428,21.148,27.869,0.04
1987-03-10,0.0,17.103,21.651,26.2,0.03
1987-03-11,0.0,11.198,16.319,21.44,0.03
1987-03-12,0.0,11.236,15.689,20.143,0.03
1987-03-13,0.0,14.728,17.28,19.831,0.02
1987-03-14,0.0,13.812,19.69,25.568,0.02
1987-03-15,0.0,15.891,21.574,27.257,0.02
1987-03-16,1.585,18.017,24.486,30.954,0.02
1987-03-17,0.906,17.192,22.854,28.515,0.03
1987-03-18,0.793,12.184,20.769,29.354,0.05
1987-03-19,2.717,16.308,23.214,30.12,0.07
1987-03-20,0.0,18.816,23.919,29.022,0.07
1987-03-21,0.0,18.358,24.416,30.474,0.07
1987-03-22,5.174,20.14,25.25,30.36,0.07
1987-03-23,0.0,19.939,23.96,27.98,0.07
1987-03-24,0.0,15.761,22.98,30.199,0.07
1987-03-25,0.0,17.593,21.964,26.336,0.07
1987-03-26,1.457,18.637,21.422,24.206,0.07
1987-03-27,1.384,15.346,19.9,24.454,0.07
1987-03-28,0.0,15.558,22.558,29.559,0.07
1987-03-29,0.0,13.739,19.79,25.841,0.06
1987-03-30,1.068,5.339,10.829,16.318,0.05
1987-03-31,0.0,4.151,13.402,22.654,0.05
1987-04-01,0.0,9.481,18.342,27.203,0.05
1987-04-02,0.0,12.907,20.502,28.097,0.05
1987-04-03,2.504,11.158,17.583,24.007,0.05
1987-04-04,0.0,11.527,16.051,20.576,0.05
1987-04-05,1.052,13.094,20.174,27.254,0.05
1987-04-06,2.662,9.613,17.44,25.266,0.04
1987-04-07,4.329,10.282,12.498,14.714,0.03
1987-04-08,0.0,12.027,17.584,23.142,0.03
1987-04-09,0.0,13.728,19.81,25.891,0.03
1987-04-10,0.0,15.297,23.576,31.855,0.03
1987-04-11,0.0,17.592,25.367,33.142,0.03
1987-04-12,0.0,19.775,27.923,36.071,0.04
1987-04-13,0.0,21.077,29.376,37.675,0.04
1987-04-14,0.0,17.86,24.668,31.476,0.03
1987-04-15,0.0,15.576,23.949,32.322,0.03
1987-04-16,0.0,19.104,28.84,38.576,0.03
1987-04-17,0.0,19.873,29.037,38.2,0.03
1987-04-18,0.0,20.25,28.263,36.277,0.02
1987-04-19,0.0,21.965,28.809,35.653,0.02
1987-04-20,3.47,22.204,28.327,34.45,0.01
1987-04-21,14.582,21.958,26.156,30.355,0.01
1987-04-22,2.778,18.433,23.556,28.679,0.01
1987-04-23,0.0,17.608,23.103,28.598,0.01
1987-04-24,0.0,18.867,22.498,26.128,0.01
1987-04-25,0.0,18.889,23.33,27.771,0.01
1987-04-26,0.0,19.124,24.591,30.058,0.01
1987-04-27,0.0,19.161,25.414,31.667,0.02
1987-04-28,0.0,18.48,24.095,29.71,0.02
1987-04-29,0.0,18.641,25.408,32.174,0.02
1987-04-30,0.0,18.522,25.755,32.988,0.03
1987-05-01,0.0,20.454,27.295,34.136,0.05
1987-05-02,0.0,22.159,28.496,34.832,0.07
1987-05-03,0.0,22.259,30.176,38.093,0.09
1987-05-04,0.0,22.17,28.595,35.02,0.1
1987-05-05,21.67,20.668,23.284,25.901,0.11
1987-05-06,0.0,18.645,21.886,25.127,0.12
1987-05-07,0.0,19.34,22.426,25.512,0.12
1987-05-08,0.0,17.592,23.173,28.754,0.11
1987-05-09,10.662,19.451,24.522,29.593,0.11
1987-05-10,21.325,20.06,25.498,30.936,0.1
1987-05-11,0.0,20.189,25.289,30.389,0.1
1987-05-12,0.0,20.857,26.083,31.31,0.1
1987-05-13,9.166,20.241,26.598,32.955,0.12
1987-05-14,12.222,23.291,29.333,35.374,0.16
1987-05-15,3.055,24.331,29.301,34.27,0.19
1987-05-16,0.0,23.805,29.29,34.774,0.19
1987-05-17,0.0,23.025,29.668,36.31,0.2
1987-05-18,12.01,22.916,28.222,33.528,0.2
1987-05-19,0.0,23.413,28.384,33.354,0.2
1987-05-20,0.0,22.513,28.263,34.014,0.19
1987-05-21,0.0,24.311,30.052,35.792,0.19
1987-05-22,0.0,23.942,30.032,36.122,0.19
1987-05-23,0.0,23.722,30.03,36.338,0.18
1987-05-24,3.529,22.401,28.048,33.695,0.17
1987-05-25,0.0,22.643,28.779,34.915,0.17
1987-05-26,0.0,23.086,29.516,35.945,0.14
1987-05-27,0.0,24.546,30.295,36.044,0.13
1987-05-28,2.236,24.258,29.916,35.574,0.11
1987-05-29,6.673,25.644,30.484,35.324,0.1
1987-05-30,4.058,21.787,28.021,34.256,0.08
1987-05-31,14.789,22.316,27.125,31.934,0.08
1987-06-01,0.0,20.689,25.07,29.452,0.09
1987-06-02,0.0,22.279,27.614,32.949,0.11
1987-06-03,0.0,23.209,27.951,32.693,0.07
1987-06-04,75.311,20.43,25.126,29.822,0.06
1987-06-05,0.0,21.127,25.131,29.136,1.4
1987-06-06,0.0,20.873,24.338,27.802,5.55
1987-06-07,16.654,21.008,23.376,25.744,6.46
1987-06-08,17.831,20.747,22.72,24.692,11.63
1987-06-09,23.214,20.39,25.033,29.675,1.31
1987-06-10,10.261,21.531,26.286,31.04,2.29
1987-06-11,6.196,23.201,27.979,32.756,11.97
1987-06-12,0.0,23.663,28.651,33.64,10.78
1987-06-13,0.0,25.12,29.652,34.182,8.17
1987-06-14,0.0,24.96,28.633,32.306,5.96
1987-06-15,16.445,22.708,27.133,31.558,8.71
1987-06-16,2.852,23.13,27.516,31.901,7.44
1987-06-17,0.0,23.829,28.845,33.86,6.42
1987-06-18,0.0,24.127,28.776,33.425,5.7
1987-06-19,0.0,24.032,29.196,34.361,5.32
1987-06-20,0.0,23.27,28.591,33.912,5.04
1987-06-21,0.0,21.56,27.916,34.273,4.73
1987-06-22,0.0,23.885,29.548,35.211,4.09
1987-06-23,0.0,24.643,29.916,35.188,3.81
1987-06-24,0.0,24.144,29.785,35.426,3.51
1987-06-25,0.0,25.142,30.437,35.732,3.15
1987-06-26,0.0,25.706,30.765,35.824,3.17
1987-06-27,0.0,23.053,28.593,34.132,3.57
1987-06-28,0.0,24.209,29.323,34.437,2.86
1987-06-29,0.0,23.78,29.408,35.036,2.6
1987-06-30,0.0,23.75,29.786,35.82,2.6
1987-07-01,0.0,25.12,29.709,34.299,2.59
1987-07-02,0.0,24.886,30.444,36.001,2.39
1987-07-03,0.0,24.518,31.025,37.532,2.05
1987-07-04,0.0,24.747,30.281,35.816,1.84
1987-07-05,0.0,23.723,30.078,36.433,1.74
1987-07-06,0.0,22.89,29.409,35.928,1.64
1987-07-07,0.0,23.687,29.013,34.338,1.61
1987-07-08,0.0,23.794,28.43,33.065,1.88
1987-07-09,37.472,22.575,25.848,29.12,6.49
1987-07-10,0.0,22.547,27.522,32.496,5.27
1987-07-11,0.0,23.866,29.618,35.37,4.21
1987-07-12,0.0,23.211,29.799,36.388,3.42
1987-07-13,0.0,23.458,29.997,36.536,2.99
1987-07-14,0.0,23.822,29.225,34.628,2.87
1987-07-15,4.93,23.399,28.125,32.851,3.05
1987-07-16,0.0,23.782,29.683,35.584,2.71
1987-07-17,0.0,24.753,30.497,36.241,2.41
1987-07-18,0.0,24.72,31.005,37.289,2.27
1987-07-19,0.0,23.224,29.868,36.511,2.01
1987-07-20,0.0,22.939,28.685,34.43,1.98
1987-07-21,0.0,22.85,29.124,35.399,1.97
1987-07-22,0.0,23.888,30.097,36.305,1.72
1987-07-23,0.0,23.472,28.987,34.502,1.48
1987-07-24,0.0,22.462,26.602,30.742,1.46
1987-07-25,0.0,22.062,24.035,26.008,2.21
1987-07-26,0.0,21.528,24.589,27.65,1.48
1987-07-27,0.0,23.013,25.371,27.728,2.14
1987-07-28,22.816,21.094,23.872,26.65,8.53
1987-07-29,0.0,21.113,26.283,31.453,8.93
1987-07-30,0.0,21.873,26.961,32.05,7.66
1987-07-31,0.0,22.165,28.181,34.198,6.42
1987-08-01,0.0,22.815,29.02,35.224,5.77
1987-08-02,0.0,23.75,30.049,36.348,5.07
1987-08-03,0.0,23.846,30.292,36.738,4.39
1987-08-04,0.0,23.2,30.125,37.049,3.85
1987-08-05,0.0,24.673,30.941,37.209,3.44
1987-08-06,0.0,23.894,30.788,37.683,3.26
1987-08-07,0.0,23.936,30.696,37.455,2.86
1987-08-08,0.0,23.776,30.721,37.665,2.7
1987-08-09,0.0,24.326,31.047,37.769,2.49
1987-08-10,1.609,25.206,31.867,38.528,2.26
1987-08-11,0.0,25.054,32.008,38.961,2.14
1987-08-12,0.0,25.016,32.258,39.499,2.02
1987-08-13,0.0,23.322,31.682,40.041,1.9
1987-08-14,0.0,24.671,32.05,39.43,1.73
1987-08-15,0.0,25.217,32.227,39.237,1.61
1987-08-16,0.0,25.233,32.198,39.164,1.46
1987-08-17,0.0,25.418,31.67,37.923,1.35
1987-08-18,0.0,25.004,32.159,39.314,1.18
1987-08-19,0.0,24.332,31.687,39.043,1.01
1987-08-20,0.0,23.654,30.697,37.74,0.97
1987-08-21,0.0,24.123,28.96,33.797,1.02
1987-08-22,0.0,23.609,30.319,37.029,1.16
1987-08-23,0.0,23.752,29.407,35.062,1.12
1987-08-24,4.099,23.339,29.05,34.761,1.11
1987-08-25,0.0,23.435,30.038,36.641,1.11
1987-08-26,0.0,24.304,30.696,37.087,1.08
1987-08-27,0.0,24.12,30.017,35.914,1.0
1987-08-28,0.0,24.916,29.351,33.787,0.88
1987-08-29,0.0,24.408,28.8,33.193,1.14
1987-08-30,0.0,23.822,28.689,33.556,1.28
1987-08-31,49.01,23.126,26.812,30.499,7.19
1987-09-01,15.461,22.319,25.001,27.684,8.42
1987-09-02,0.0,22.402,26.359,30.316,7.53
1987-09-03,0.0,21.967,26.915,31.863,5.28
1987-09-04,0.0,21.765,27.451,33.137,4.03
1987-09-05,0.0,22.6,28.371,34.143,3.43
1987-09-06,0.0,22.996,28.895,34.794,3.0
1987-09-07,0.0,22.852,29.647,36.442,2.86
1987-09-08,0.0,23.795,29.981,36.166,2.66
1987-09-09,0.0,23.631,29.828,36.025,2.63
1987-09-10,0.0,23.587,29.997,36.407,2.47
1987-09-11,0.0,23.663,30.649,37.635,2.28
1987-09-12,0.0,23.851,30.96,38.07,1.98
1987-09-13,0.0,24.869,31.597,38.325,1.76
1987-09-14,0.0,25.188,31.304,37.42,1.59
1987-09-15,0.0,24.73,31.433,38.136,1.34
1987-09-16,0.0,24.458,31.121,37.784,1.23
1987-09-17,0.0,24.265,31.349,38.433,1.11
1987-09-18,0.0,24.303,31.54,38.776,0.94
1987-09-19,15.302,25.575,31.02,36.465,0.92
1987-09-20,0.0,24.242,28.558,32.874,1.14
1987-09-21,35.877,23.076,26.352,29.628,3.68
1987-09-22,0.0,20.808,22.852,24.896,1.75
1987-09-23,0.0,20.389,23.124,25.858,8.84
1987-09-24,0.0,17.138,23.225,29.313,11.38
1987-09-25,0.0,19.428,24.98,30.532,9.28
1987-09-26,0.0,21.522,26.509,31.496,7.52
1987-09-27,19.876,23.05,28.121,33.193,6.39
1987-09-28,0.0,23.131,27.908,32.684,5.7
1987-09-29,19.876,23.027,25.614,28.202,5.2
1987-09-30,0.0,21.083,24.468,27.853,4.67
1987-10-01,0.0,15.768,22.092,28.416,4.54
1987-10-02,0.0,16.774,23.083,29.392,4.36
1987-10-03,0.0,16.852,23.277,29.702,4.15
1987-10-04,0.0,17.121,23.104,29.087,4.02
1987-10-05,0.0,18.901,24.971,31.04,3.79
1987-10-06,0.0,19.645,25.711,31.776,3.5
1987-10-07,0.0,15.975,23.429,30.883,3.31
1987-10-08,0.0,18.234,25.03,31.826,3.05
1987-10-09,0.0,18.411,24.984,31.558,2.86
1987-10-10,0.0,20.247,25.615,30.983,2.78
1987-10-11,0.0,19.794,24.75,29.706,2.78
1987-10-12,0.0,17.55,23.916,30.282,2.53
1987-10-13,0.0,16.959,24.384,31.808,2.2
1987-10-14,0.0,18.953,25.212,31.472,2.11
1987-10-15,0.0,19.111,25.488,31.865,2.01
1987-10-16,0.0,17.863,24.885,31.908,1.88
1987-10-17,0.0,18.231,24.63,31.029,1.83
1987-10-18,0.0,18.238,25.153,32.068,1.73
1987-10-19,0.0,17.685,24.378,31.072,1.64
1987-10-20,0.0,20.467,25.203,29.938,1.68
1987-10-21,5.478,18.006,21.836,25.666,2.44
1987-10-22,0.0,17.57,22.131,26.691,2.14
1987-10-23,0.0,19.641,25.132,30.623,1.91
1987-10-24,0.0,21.082,26.11,31.137,1.79
1987-10-25,0.0,21.859,26.285,30.71,1.75
1987-10-26,0.0,20.937,27.758,34.58,1.73
1987-10-27,58.717,22.302,25.853,29.404,1.71
1987-10-28,0.0,17.436,22.457,27.479,1.7
1987-10-29,0.0,16.849,23.108,29.368,1.66
1987-10-30,0.0,17.83,23.664,29.498,1.59
1987-10-31,0.0,17.674,23.525,29.376,1.48
1987-11-01,0.0,17.052,22.6,28.147,1.43
1987-11-02,0.0,18.841,24.173,29.505,1.37
1987-11-03,0.0,17.641,23.537,29.433,1.31
1987-11-04,0.0,17.624,24.544,31.465,1.25
1987-11-05,0.0,18.433,24.613,30.793,1.18
1987-11-06,0.0,17.455,22.615,27.775,1.12
1987-11-07,0.0,18.151,23.894,29.638,1.07
1987-11-08,0.0,18.6,23.389,28.178,1.05
1987-11-09,0.0,16.156,19.865,23.575,1.04
1987-11-10,0.0,13.524,16.623,19.723,1.02
1987-11-11,0.0,9.648,14.06,18.472,0.99
1987-11-12,4.785,10.541,15.944,21.348,0.96
1987-11-13,0.0,14.506,19.498,24.49,0.94
1987-11-14,0.0,14.344,20.935,27.526,0.89
1987-11-15,0.0,18.597,24.428,30.259,0.88
1987-11-16,0.0,18.111,22.367,26.624,0.85
1987-11-17,0.0,12.134,19.228,26.322,0.79
1987-11-18,0.0,16.291,21.694,27.098,0.75
1987-11-19,0.0,12.819,18.815,24.811,0.69
1987-11-20,0.0,11.005,15.672,20.34,0.68
1987-11-21,0.0,9.717,16.384,23.051,0.67
1987-11-22,0.0,14.073,20.812,27.551,0.66
1987-11-23,0.0,16.306,22.672,29.038,0.65
1987-11-24,4.585,19.039,23.411,27.782,0.6
1987-11-25,0.0,19.416,22.794,26.172,0.55
1987-11-26,0.0,17.999,21.919,25.84,0.54
1987-11-27,0.0,13.82,18.598,23.377,0.53
1987-11-28,0.0,11.234,15.144,19.055,0.53
1987-11-29,0.0,11.235,14.31,17.385,0.54
1987-11-30,0.0,12.142,17.403,22.665,0.53
1987-12-01,0.0,12.354,17.658,22.962,0.5
1987-12-02,0.0,11.647,18.401,25.155,0.49
1987-12-03,0.0,14.425,21.613,28.801,0.47
1987-12-04,0.0,15.779,23.06,30.342,0.46
1987-12-05,0.0,15.47,21.785,28.1,0.42
1987-12-06,1.257,18.484,24.206,29.928,0.43
1987-12-07,0.0,15.62,22.246,28.873,0.73
1987-12-08,0.0,14.434,22.012,29.59,0.74
1987-12-09,0.0,14.956,20.845,26.734,0.75
1987-12-10,0.0,15.662,21.251,26.841,0.8
1987-12-11,0.0,17.624,24.352,31.08,0.79
1987-12-12,0.484,17.108,22.338,27.567,0.79
1987-12-13,0.968,16.87,22.855,28.84,0.82
1987-12-14,0.484,18.728,23.311,27.894,0.85
1987-12-15,0.0,7.162,15.752,24.343,0.85
1987-12-16,0.0,5.437,10.568,15.7,0.9
1987-12-17,0.0,10.922,14.917,18.913,0.89
1987-12-18,1.27,13.962,18.978,23.995,0.83
1987-12-19,0.423,17.031,21.407,25.782,0.76
1987-12-20,0.846,17.882,20.991,24.099,0.73
1987-12-21,0.0,13.54,17.747,21.954,0.7
1987-12-22,0.0,13.85,18.533,23.217,0.69
1987-12-23,0.0,15.599,21.8,28.002,0.67
1987-12-24,1.246,19.758,24.613,29.468,0.62
1987-12-25,0.0,20.07,24.317,28.563,0.6
1987-12-26,0.507,14.932,20.517,26.102,0.59
1987-12-27,0.507,5.071,9.567,14.063,0.58
1987-12-28,0.0,6.046,10.606,15.167,0.58
1987-12-29,0.0,8.429,11.527,14.626,0.56
1987-12-30,0.507,8.026,13.469,18.912,0.55
1987-12-31,1.014,12.407,16.903,21.4,0.54
1988-01-01,2.094,12.684,16.646,20.608,0.55
1988-01-02,6.283,4.521,8.169,11.816,0.58
1988-01-03,0.0,5.809,12.21,18.611,0.57
1988-01-04,0.0,9.816,13.632,17.447,0.54
1988-01-05,0.0,9.56,12.145,14.73,0.48
1988-01-06,1.593,11.038,17.274,23.51,0.43
1988-01-07,1.593,10.366,14.95,19.534,0.41
1988-01-08,0.0,7.089,9.614,12.14,0.38
1988-01-09,0.0,7.583,10.031,12.478,0.34
1988-01-10,0.0,6.371,7.182,7.993,0.33
1988-01-11,0.0,5.819,11.173,16.528,0.33
1988-01-12,0.0,10.19,16.794,23.398,0.33
1988-01-13,0.0,11.417,16.143,20.87,0.3
1988-01-14,2.088,9.805,13.587,17.369,0.27
1988-01-15,2.759,10.726,14.5,18.275,0.25
1988-01-16,0.0,13.582,19.256,24.93,0.24
1988-01-17,0.0,14.601,22.218,29.836,0.24
1988-01-18,0.0,15.924,21.922,27.92,0.23
1988-01-19,0.0,13.556,20.064,26.572,0.21
1988-01-20,0.0,12.089,16.659,21.229,0.21
1988-01-21,0.0,5.523,10.954,16.384,0.2
1988-01-22,0.0,5.753,9.865,13.977,0.2
1988-01-23,3.469,7.26,10.182,13.102,0.2
1988-01-24,0.0,8.368,14.609,20.85,0.19
1988-01-25,0.0,7.89,12.11,16.33,0.18
1988-01-26,0.0,4.376,11.785,19.195,0.17
1988-01-27,0.0,4.666,12.109,19.552,0.17
1988-01-28,0.0,8.67,15.008,21.346,0.15
1988-01-29,0.0,11.734,17.88,24.026,0.14
1988-01-30,0.0,13.604,19.09,24.576,0.12
1988-01-31,0.0,13.928,19.529,25.13,0.1
1988-02-01,0.0,15.642,21.448,27.253,0.08
1988-02-02,0.0,16.911,21.804,26.696,0.06
1988-02-03,0.0,17.781,22.11,26.438,0.05
1988-02-04,3.436,16.604,19.683,22.763,0.03
1988-02-05,0.0,5.151,13.234,21.316,0.03
